,Var,coef,oddRatio
0,blueFirstBlood,0.09774617556927247,1.1026828617346622
1,blueKills,1.616642465963723,5.036152843819627
2,blueDeaths,-4.8653555019604875,0.007709087108680882
3,blueAssists,-0.26255159902608677,0.7690866792210977
4,blueEliteMonsters,0.30534437055658553,1.3570922651646342
5,blueDragons,0.2947776979109573,1.3428278120758896
6,blueTotalGold,5.354097971780808,211.47313555806846
7,blueTotalExperience,1.7448690886236686,5.7251519388409235
